Country,City,Date,Average Daily Rate
Kenya,Nakuru,9/1/2025,8718
Kenya,Nakuru,9/2/2025,8721
Kenya,Nakuru,9/3/2025,7778
Kenya,Nakuru,9/4/2025,8028
Kenya,Nakuru,9/5/2025,11434
Kenya,Nakuru,9/6/2025,12747
Kenya,Nakuru,9/7/2025,10947
Kenya,Nakuru,9/8/2025,8747
Kenya,Nakuru,9/9/2025,8835
Kenya,Nakuru,9/10/2025,7154
Kenya,Nakuru,9/11/2025,7865
Kenya,Nakuru,9/12/2025,11369
Kenya,Nakuru,9/13/2025,12426
Kenya,Nakuru,9/14/2025,8633
Kenya,Nakuru,9/15/2025,6893
Kenya,Nakuru,9/16/2025,6700
Kenya,Nakuru,9/17/2025,6930
Kenya,Nakuru,9/18/2025,7918
Kenya,Nakuru,9/19/2025,10727
Kenya,Nakuru,9/20/2025,11144
Kenya,Nakuru,9/21/2025,9911
Kenya,Nakuru,9/22/2025,8627
Kenya,Nakuru,9/23/2025,9241
Kenya,Nakuru,9/24/2025,8071
Kenya,Nakuru,9/25/2025,7866
Kenya,Nakuru,9/26/2025,11442
Kenya,Nakuru,9/27/2025,12660
Kenya,Nakuru,9/28/2025,10153
Kenya,Nakuru,9/29/2025,9285
Kenya,Nakuru,9/30/2025,9042
Kenya,Nakuru,10/1/2025,7951
Kenya,Nakuru,10/2/2025,7657
Kenya,Nakuru,10/3/2025,10776
Kenya,Nakuru,10/4/2025,12404
Kenya,Nakuru,10/5/2025,8377
Kenya,Nakuru,10/6/2025,9905
Kenya,Nakuru,10/7/2025,10033
Kenya,Nakuru,10/8/2025,9896
Kenya,Nakuru,10/9/2025,10772
Kenya,Nakuru,10/10/2025,13090
Kenya,Nakuru,10/11/2025,13852
Kenya,Nakuru,10/12/2025,12852
Kenya,Nakuru,10/13/2025,11128
Kenya,Nakuru,10/14/2025,10390
Kenya,Nakuru,10/15/2025,9749
Kenya,Nakuru,10/16/2025,9275
Kenya,Nakuru,10/17/2025,10776
Kenya,Nakuru,10/18/2025,12706
Kenya,Nakuru,10/19/2025,12157
Kenya,Nakuru,10/20/2025,11311
Kenya,Nakuru,10/21/2025,9867
Kenya,Nakuru,10/22/2025,9090
Kenya,Nakuru,10/23/2025,8566
Kenya,Nakuru,10/24/2025,11542
Kenya,Nakuru,10/25/2025,12311
Kenya,Nakuru,10/26/2025,10244
Kenya,Nakuru,10/27/2025,9774
Kenya,Nakuru,10/28/2025,9851
Kenya,Nakuru,10/29/2025,9248
Kenya,Nakuru,10/30/2025,7803
Kenya,Nakuru,10/31/2025,10276
Kenya,Nakuru,11/1/2025,13804
Kenya,Nakuru,11/2/2025,12488
Kenya,Nakuru,11/3/2025,10769
Kenya,Nakuru,11/4/2025,10314
Kenya,Nakuru,11/5/2025,7685
Kenya,Nakuru,11/6/2025,8281
Kenya,Nakuru,11/7/2025,13241
Kenya,Nakuru,11/8/2025,14568
Kenya,Nakuru,11/9/2025,10202
Kenya,Nakuru,11/10/2025,8105
