Country,City,Date,Average Daily Rate
Kenya,Nairobi,11/1/2025,5920
Kenya,Nairobi,11/2/2025,5762
Kenya,Nairobi,11/3/2025,5624
Kenya,Nairobi,11/4/2025,5621
Kenya,Nairobi,11/5/2025,5631
Kenya,Nairobi,11/6/2025,5736
Kenya,Nairobi,11/7/2025,5829
Kenya,Nairobi,11/8/2025,5820
Kenya,Nairobi,11/9/2025,5620
Kenya,Nairobi,11/10/2025,5528
